[2026-09-18T09:12:50.483+00:00] PID:2447012 CPU:NA% RSS_KIB:1920 MEM:0.01207% STATE:R THREADS:1 WCHAN:p9_client_rpc
[2026-09-18T09:13:11.945+00:00] PID:2447020 CPU:0.00% RSS_KIB:189184 MEM:1.18969% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:12.047+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:12.047+00:00] PID:2447020 CPU:9.73% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:12.150+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:12.150+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:12.252+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:12.253+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:12.355+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:12.355+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:12.457+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:12.458+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:12.560+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:12.561+00:00] PID:2447020 CPU:39.02% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:12.663+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:12.664+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:12.766+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:12.766+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:12.868+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:12.869+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:12.971+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:12.971+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:13.073+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:13.074+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:13.176+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:13.176+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:13.279+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:13.279+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:13.382+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:13.382+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:13.485+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:13.485+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:13.587+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:13.588+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:13.690+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:13.690+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:13.792+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:13.792+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:13.895+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:13.895+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:13.998+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:13.999+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:14.101+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:14.102+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:14.204+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:14.205+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:14.307+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:14.307+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:14.409+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:14.409+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:14.511+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:14.512+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:14.613+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:14.614+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:14.715+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:14.716+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:14.818+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:14.818+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:14.920+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:14.921+00:00] PID:2447020 CPU:0.00% RSS_KIB:197248 MEM:1.24041% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:15.023+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:15.023+00:00] PID:2447020 CPU:19.54% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:15.126+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:15.126+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:15.228+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:15.228+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:15.330+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:15.331+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:15.432+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:15.433+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:15.535+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:15.535+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:15.637+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:15.638+00:00] PID:2447020 CPU:39.01% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:15.739+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:15.740+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:15.842+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:15.842+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:15.944+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:15.944+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:16.046+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:16.047+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:16.149+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:16.149+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:16.252+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:16.252+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:16.354+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:16.354+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:16.456+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:16.456+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:16.558+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:16.559+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:16.661+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:16.662+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:16.763+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:16.764+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:16.866+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:16.867+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:16.971+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:16.971+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:17.073+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:17.073+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:17.175+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:17.175+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:17.277+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:17.278+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:17.380+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:17.380+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:17.482+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:17.482+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:17.585+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:17.586+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:17.688+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:17.689+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:17.790+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:17.791+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:17.893+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:17.894+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:17.996+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:17.997+00:00] PID:2447020 CPU:0.00% RSS_KIB:222848 MEM:1.40139% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:18.099+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:18.099+00:00] PID:2447020 CPU:9.75% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:18.201+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:18.202+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:18.304+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:18.304+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:18.406+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:18.407+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:18.509+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:18.509+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:18.612+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:18.612+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:18.715+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:18.715+00:00] PID:2447020 CPU:9.69% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:18.817+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:18.817+00:00] PID:2447020 CPU:19.54% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:18.919+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:18.920+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:19.022+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:19.022+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:19.125+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:19.125+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:19.227+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:19.227+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:19.330+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:19.330+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:19.432+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:19.433+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:19.535+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:19.535+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:19.638+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:19.638+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:19.740+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:19.741+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:19.843+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:19.844+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:19.945+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:19.946+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:20.048+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:20.049+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:20.151+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:20.151+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:20.253+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:20.254+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:20.356+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:20.356+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:20.458+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:20.459+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:20.561+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:20.562+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:20.664+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:20.664+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
[2026-09-18T09:13:20.766+00:00] PID:2447012 CPU:0.00% RSS_KIB:2048 MEM:0.01288% STATE:S THREADS:1 WCHAN:do_wait
[2026-09-18T09:13:20.767+00:00] PID:2447020 CPU:0.00% RSS_KIB:248448 MEM:1.56238% STATE:S THREADS:3 WCHAN:futex_wait_queue
